# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# XTE J1650-500  ,    136140301,      252.504,     -49.9625,      336.718,     -3.42735,      52165.6
# XTE J1650-500  ,    206640101,      252.504,     -49.9625,      336.718,     -3.42735,      53435.6
#
# Total observation time: 65512.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           883.959778,            14.026000,             0.065337
           881.696655,            14.062000,             0.061486
           879.445251,            14.098000,             0.063012
           877.205322,            14.134000,             0.062508
           874.976685,            14.170000,             0.061825
           872.759338,            14.206000,             0.062107
           870.553284,            14.242000,             0.062002
           868.358337,            14.278000,             0.062921
           866.174377,            14.314000,             0.067224
           864.001404,            14.350000,             0.072365
           861.839233,            14.386000,             0.074251
           859.687927,            14.422000,             0.071164
           857.547363,            14.458000,             0.070267
           855.417358,            14.494000,             0.071459
           853.298035,            14.530000,             0.070933
           851.189026,            14.566000,             0.069763
           849.090515,            14.602000,             0.066306
           847.002319,            14.638000,             0.067969
           844.924316,            14.674000,             0.069493
           842.856506,            14.710000,             0.069025
           840.798767,            14.746000,             0.069342
           838.751160,            14.782000,             0.067535
           836.713379,            14.818000,             0.067418
           834.685608,            14.854000,             0.067202
           832.667542,            14.890000,             0.067686
           830.659302,            14.926000,             0.065098
           828.660583,            14.962000,             0.063626
           826.671509,            14.998000,             0.062672
           824.691956,            15.034000,             0.060914
           822.721985,            15.070000,             0.062034
           820.761230,            15.106000,             0.061297
           818.809875,            15.142000,             0.059549
           816.867798,            15.178000,             0.058247
           814.934998,            15.214000,             0.056037
           813.011169,            15.250000,             0.059361
           811.096436,            15.286000,             0.056860
           809.190674,            15.322000,             0.055193
           807.293823,            15.358000,             0.056528
           805.406006,            15.394000,             0.055908
           803.526855,            15.430000,             0.054702
           801.656555,            15.466000,             0.054220
           799.794861,            15.502000,             0.052864
           797.941772,            15.538000,             0.053071
           796.097351,            15.574000,             0.052023
           794.261414,            15.610000,             0.051316
           792.433777,            15.646000,             0.050542
           790.614624,            15.682000,             0.051128
           788.803833,            15.718000,             0.048912
           787.001343,            15.754000,             0.049465
           785.207092,            15.790000,             0.048281
           783.420898,            15.826000,             0.047638
           781.642883,            15.862000,             0.047319
           779.872925,            15.898000,             0.045997
           778.110901,            15.934000,             0.044919
           776.356934,            15.970000,             0.044659
           774.610718,            16.006001,             0.043378
           772.872437,            16.042000,             0.043496
           771.141968,            16.077999,             0.043263
           769.419128,            16.114000,             0.040772
           767.704041,            16.150000,             0.041084
           765.996460,            16.186001,             0.041608
           764.296631,            16.222000,             0.040769
           762.604309,            16.257999,             0.041550
           760.919373,            16.294001,             0.039854
           759.241882,            16.330000,             0.039800
           757.571838,            16.365999,             0.038459
           755.908997,            16.402000,             0.037779
           754.253540,            16.438000,             0.036495
           752.605286,            16.474001,             0.036880
           750.964294,            16.510000,             0.036683
           749.330383,            16.546000,             0.036715
           747.703491,            16.582001,             0.036132
           746.083740,            16.618000,             0.035033
           744.470947,            16.653999,             0.033769
           742.865112,            16.690001,             0.033753
           741.266296,            16.726000,             0.034270
           739.674316,            16.761999,             0.033280
           738.088989,            16.798000,             0.032808
           736.510620,            16.834000,             0.033159
           734.938904,            16.870001,             0.032024
           733.373962,            16.906000,             0.031849
           731.815613,            16.941999,             0.031164
           730.263855,            16.978001,             0.030259
           728.718628,            17.014000,             0.029143
           727.180054,            17.049999,             0.027695
           725.647888,            17.086000,             0.027444
           724.122192,            17.122000,             0.025915
           722.602783,            17.158001,             0.026132
           721.089905,            17.194000,             0.025131
           719.583313,            17.230000,             0.026965
           718.082947,            17.266001,             0.027641
           716.588806,            17.302000,             0.027170
           715.100952,            17.337999,             0.026076
           713.619141,            17.374001,             0.024791
           712.143555,            17.410000,             0.023007
           710.674072,            17.445999,             0.021714
           709.210571,            17.482000,             0.020193
           707.753174,            17.518000,             0.022182
           706.301636,            17.554001,             0.025949
           704.856140,            17.590000,             0.030501
           703.416504,            17.625999,             0.031125
           701.982727,            17.662001,             0.029460
           700.554810,            17.698000,             0.029387
           699.132751,            17.733999,             0.027809
           697.716309,            17.770000,             0.028139
           696.305725,            17.806000,             0.028620
           694.900818,            17.841999,             0.027045
           693.501526,            17.878000,             0.027298
           692.107849,            17.914000,             0.026323
           690.719727,            17.950001,             0.026319
           689.337219,            17.986000,             0.025491
           687.960266,            18.021999,             0.025275
           686.588745,            18.058001,             0.024889
           685.222717,            18.094000,             0.023774
           683.862122,            18.129999,             0.024247
           682.506897,            18.166000,             0.023176
           681.157043,            18.202000,             0.023780
           679.812439,            18.238001,             0.022183
           678.473206,            18.274000,             0.022189
           677.139221,            18.309999,             0.022642
           675.810486,            18.346001,             0.020900
           674.487000,            18.382000,             0.020999
           673.168640,            18.417999,             0.020585
           671.855408,            18.454000,             0.019490
           670.547302,            18.490000,             0.019365
           669.244324,            18.525999,             0.018563
           667.946350,            18.562000,             0.019188
           666.653381,            18.598000,             0.017235
           665.365356,            18.634001,             0.016672
           664.082458,            18.670000,             0.015992
           662.804443,            18.705999,             0.016767
           661.531311,            18.742001,             0.016995
           660.263062,            18.778000,             0.016280
           658.999695,            18.813999,             0.015759
           657.741089,            18.850000,             0.015941
           656.487366,            18.886000,             0.015933
           655.238342,            18.922001,             0.015012
           653.994080,            18.958000,             0.012803
           652.754578,            18.993999,             0.013183
           651.519653,            19.030001,             0.014288
           650.289490,            19.066000,             0.013862
           649.063965,            19.101999,             0.013073
           647.843018,            19.138000,             0.013095
           646.626709,            19.174000,             0.013850
           645.414856,            19.209999,             0.013857
           644.207581,            19.246000,             0.012859
           643.004822,            19.282000,             0.012115
           641.806519,            19.318001,             0.011682
           640.612793,            19.354000,             0.011378
           639.423401,            19.389999,             0.011790
           638.238403,            19.426001,             0.011783
           637.057800,            19.462000,             0.010962
           635.881653,            19.497999,             0.011239
           634.709717,            19.534000,             0.011132
           633.542114,            19.570000,             0.011393
           632.378845,            19.606001,             0.010628
           631.219788,            19.642000,             0.010339
           630.065002,            19.677999,             0.009274
           628.914429,            19.714001,             0.009327
           627.768066,            19.750000,             0.009273
           626.625916,            19.785999,             0.009310
           625.487854,            19.822001,             0.008943
           624.353882,            19.858000,             0.009431
           623.224121,            19.893999,             0.008738
           622.098267,            19.930000,             0.008428
           620.976624,            19.966000,             0.009130
           619.859009,            20.002001,             0.009139
           618.745361,            20.038000,             0.007957
           617.635803,            20.073999,             0.007424
           616.530029,            20.110001,             0.007711
           615.428345,            20.146000,             0.007414
           614.330627,            20.181999,             0.007037
           613.236694,            20.218000,             0.007329
           612.146729,            20.254000,             0.006547
           611.060547,            20.290001,             0.007257
           609.978333,            20.326000,             0.006398
           608.899902,            20.362000,             0.006323
           607.825256,            20.398001,             0.006437
           606.754456,            20.434000,             0.006283
           605.687378,            20.469999,             0.005689
           604.623962,            20.506001,             0.006202
           603.564392,            20.542000,             0.005619
           602.508484,            20.577999,             0.005534
           601.456238,            20.614000,             0.005326
           600.407776,            20.650000,             0.005246
           599.362793,            20.686001,             0.005403
           598.321533,            20.722000,             0.005170
           597.283936,            20.757999,             0.000000
           596.249878,            20.794001,             0.000000
           595.219421,            20.830000,             0.004061
           594.192444,            20.865999,             0.004876
           593.169006,            20.902000,             0.004487
           592.149170,            20.938000,             0.004857
           591.132812,            20.974001,             0.005031
           590.119934,            21.010000,             0.004399
           589.110535,            21.046000,             0.004048
           588.104492,            21.082001,             0.004187
           587.101990,            21.118000,             0.003795
           586.102844,            21.153999,             0.004514
           585.107117,            21.190001,             0.004046
           584.114746,            21.226000,             0.003843
           583.125793,            21.261999,             0.004247
           582.140076,            21.298000,             0.004142
           581.157776,            21.334000,             0.003538
           580.178711,            21.370001,             0.002702
           579.203003,            21.406000,             0.003157
           578.230591,            21.441999,             0.003158
           577.261353,            21.478001,             0.003297
           576.295410,            21.514000,             0.002764
           575.332703,            21.549999,             0.003079
           574.373169,            21.586000,             0.002815
           573.416870,            21.622000,             0.002455
           572.463745,            21.658001,             0.002564
           571.513733,            21.694000,             0.002757
           570.566956,            21.730000,             0.003292
           569.623291,            21.766001,             0.002936
           568.682678,            21.802000,             0.003013
           567.745239,            21.837999,             0.002909
           566.810791,            21.874001,             0.002942
           565.879517,            21.910000,             0.002492
           564.951233,            21.945999,             0.002603
           564.026001,            21.982000,             0.002306
           563.103882,            22.018000,             0.002045
           562.184570,            22.054001,             0.001993
           561.268433,            22.090000,             0.002082
           560.355225,            22.125999,             0.002055
           559.444946,            22.162001,             0.002455
           558.537720,            22.198000,             0.002340
           557.633362,            22.233999,             0.002585
           556.731873,            22.270000,             0.001617
           555.833374,            22.306000,             0.002299
           554.937805,            22.341999,             0.002194
           554.045044,            22.378000,             0.002463
           553.155151,            22.414000,             0.002540
           552.268127,            22.450001,             0.002307
           551.383972,            22.486000,             0.001509
           550.502625,            22.521999,             0.002371
           549.624084,            22.558001,             0.001866
           548.748291,            22.594000,             0.002100
           547.875427,            22.629999,             0.002064
           547.005127,            22.666000,             0.001897
           546.137817,            22.702000,             0.002014
           545.273132,            22.738001,             0.003795
           544.411133,            22.774000,             0.003282
           543.551941,            22.809999,             0.003246
           542.695374,            22.846001,             0.004566
           541.841614,            22.882000,             0.003848
           540.990479,            22.917999,             0.005555
           540.141968,            22.954000,             0.006273
           539.296204,            22.990000,             0.006421
           538.453064,            23.025999,             0.006199
           537.612488,            23.062000,             0.005419
           536.774597,            23.098000,             0.006338
           535.939270,            23.134001,             0.006160
           535.106567,            23.170000,             0.008288
           534.276428,            23.205999,             0.008721
           533.448914,            23.242001,             0.010151
           532.623901,            23.278000,             0.009038
           531.801514,            23.313999,             0.008353
           530.981567,            23.350000,             0.007901
           530.164185,            23.386000,             0.007409
           529.349304,            23.422001,             0.007450
           528.536926,            23.458000,             0.005771
           527.727051,            23.493999,             0.003031
           526.919678,            23.530001,             0.003405
           526.114685,            23.566000,             0.005069
           525.312256,            23.601999,             0.007708
           524.512207,            23.638000,             0.007297
           523.714600,            23.674000,             0.007623
           522.919495,            23.709999,             0.007414
           522.126648,            23.746000,             0.006827
           521.336304,            23.782000,             0.006754
           520.548279,            23.818001,             0.008321
           519.762695,            23.854000,             0.007728
           518.979492,            23.889999,             0.007562
           518.198547,            23.926001,             0.006648
           517.420105,            23.962000,             0.007674
           516.643860,            23.997999,             0.006801
           515.869995,            24.034000,             0.006714
           515.098511,            24.070000,             0.006917
           514.329163,            24.106001,             0.006310
           513.562256,            24.142000,             0.006370
           512.797546,            24.177999,             0.006085
           512.035156,            24.214001,             0.006688
           511.275055,            24.250000,             0.005779
           510.517151,            24.285999,             0.006191
           509.761505,            24.322001,             0.004965
           509.008087,            24.358000,             0.005396
           508.256989,            24.393999,             0.005798
           507.507965,            24.430000,             0.005328
           506.761200,            24.466000,             0.005282
           506.016602,            24.502001,             0.005218
           505.274231,            24.538000,             0.004823
           504.534058,            24.573999,             0.004749
           503.796021,            24.610001,             0.005032
           503.060120,            24.646000,             0.004990
           502.326416,            24.681999,             0.004334
           501.594757,            24.718000,             0.004978
           500.865326,            24.754000,             0.004197
           500.137939,            24.790001,             0.004622
           499.412659,            24.826000,             0.004386
           498.689575,            24.862000,             0.004392
           497.968445,            24.898001,             0.004087
           497.249512,            24.934000,             0.003958
           496.532623,            24.969999,             0.003933
           495.817780,            25.006001,             0.004405
           495.105042,            25.042000,             0.004055
           494.394287,            25.077999,             0.003800
           493.685547,            25.114000,             0.004043
           492.978882,            25.150000,             0.003943
           492.274231,            25.186001,             0.003245
           491.571625,            25.222000,             0.003462
           490.871033,            25.257999,             0.003457
           490.172333,            25.294001,             0.003355
           489.475708,            25.330000,             0.003173
           488.781067,            25.365999,             0.003353
           488.088318,            25.402000,             0.003076
           487.397583,            25.438000,             0.003294
           486.708740,            25.474001,             0.002852
           486.021973,            25.510000,             0.002986
           485.337036,            25.546000,             0.002408
           484.654053,            25.582001,             0.002654
           483.972961,            25.618000,             0.002676
           483.293823,            25.653999,             0.002404
           482.616577,            25.690001,             0.002951
           481.941193,            25.726000,             0.002835
           481.267792,            25.761999,             0.002721
           480.596130,            25.798000,             0.002359
           479.926483,            25.834000,             0.001702
           479.258575,            25.870001,             0.002829
           478.592621,            25.906000,             0.002386
           477.928467,            25.941999,             0.002425
           477.266083,            25.978001,             0.002285
           476.605682,            26.014000,             0.002007
           475.946991,            26.049999,             0.002256
           475.290192,            26.086000,             0.002260
           474.635162,            26.122000,             0.002261
           473.981934,            26.158001,             0.001715
           473.330505,            26.194000,             0.001847
           472.680908,            26.230000,             0.001839
           472.033020,            26.266001,             0.002157
           471.386963,            26.302000,             0.001944
           470.742645,            26.337999,             0.001838
           470.100067,            26.374001,             0.001899
           469.459290,            26.410000,             0.001966
           468.820251,            26.445999,             0.001247
           468.182922,            26.482000,             0.001691
           467.547302,            26.518000,             0.001401
           466.913452,            26.554001,             0.001862
           466.281281,            26.590000,             0.001890
           465.650848,            26.625999,             0.001520
           465.022125,            26.662001,             0.001494
           464.395050,            26.698000,             0.001745
           463.769775,            26.733999,             0.001503
           463.145996,            26.770000,             0.001488
           462.524078,            26.806000,             0.001501
           461.903717,            26.841999,             0.001205
           461.285065,            26.878000,             0.001257
           460.668060,            26.914000,             0.001215
           460.052673,            26.950001,             0.001044
           459.438965,            26.986000,             0.001284
           458.826843,            27.021999,             0.001404
           458.216400,            27.058001,             0.001108
           457.607574,            27.094000,             0.001354
           457.000366,            27.129999,             0.001464
           456.394745,            27.166000,             0.001243
           455.790741,            27.202000,             0.001436
           455.188293,            27.238001,             0.001044
           454.587494,            27.274000,             0.001037
           453.988281,            27.309999,             0.001337
           453.390594,            27.346001,             0.001290
           452.794556,            27.382000,             0.001177
           452.200012,            27.417999,             0.001007
           451.607056,            27.454000,             0.000919
           451.015625,            27.490000,             0.000854
