# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           944.569397,            13.126000,             0.352898
           941.985962,            13.162000,             0.342827
           939.416565,            13.198000,             0.338060
           936.861084,            13.234000,             0.332340
           934.319458,            13.270000,             0.323901
           931.791687,            13.306000,             0.323809
           929.277527,            13.342000,             0.309522
           926.776733,            13.378000,             0.308416
           924.289551,            13.414000,             0.302319
           921.815552,            13.450000,             0.293231
           919.354797,            13.486000,             0.291822
           916.907227,            13.522000,             0.291928
           914.472717,            13.558000,             0.290120
           912.050903,            13.594000,             0.282146
           909.641968,            13.630000,             0.275559
           907.245667,            13.666000,             0.271469
           904.862000,            13.702000,             0.267016
           902.490906,            13.738000,             0.266854
           900.132080,            13.774000,             0.265480
           897.785583,            13.810000,             0.263284
           895.451355,            13.846000,             0.264538
           893.129150,            13.882000,             0.258535
           890.819092,            13.918000,             0.253689
           888.520813,            13.954000,             0.247985
           886.234497,            13.990000,             0.242976
           883.959778,            14.026000,             0.243272
           881.696655,            14.062000,             0.238286
           879.445251,            14.098000,             0.241435
           877.205322,            14.134000,             0.238861
           874.976685,            14.170000,             0.236794
           872.759338,            14.206000,             0.234510
