# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Swift J1910.2-0546,    741590101,      287.595,     -5.79944,      29.9021,     -6.84442,      56935.7
# SWIFT J1910.2-0546,    691271401,      287.595,     -5.79878,      29.9027,     -6.84412,      56217.8
#
# Total observation time: 113125.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           785.207092,            15.790000,             0.051461
           783.420898,            15.826000,             0.046011
           781.642883,            15.862000,             0.050919
           779.872925,            15.898000,             0.050170
           778.110901,            15.934000,             0.051082
           776.356934,            15.970000,             0.049381
           774.610718,            16.006001,             0.048380
           772.872437,            16.042000,             0.048520
           771.141968,            16.077999,             0.048718
           769.419128,            16.114000,             0.048471
           767.704041,            16.150000,             0.048112
           765.996460,            16.186001,             0.047864
           764.296631,            16.222000,             0.047382
           762.604309,            16.257999,             0.047817
           760.919373,            16.294001,             0.046342
           759.241882,            16.330000,             0.047981
           757.571838,            16.365999,             0.047076
           755.908997,            16.402000,             0.047654
           754.253540,            16.438000,             0.047307
           752.605286,            16.474001,             0.047500
           750.964294,            16.510000,             0.045550
           749.330383,            16.546000,             0.045336
           747.703491,            16.582001,             0.044173
           746.083740,            16.618000,             0.044475
           744.470947,            16.653999,             0.044730
           742.865112,            16.690001,             0.043738
           741.266296,            16.726000,             0.043443
           739.674316,            16.761999,             0.044640
           738.088989,            16.798000,             0.044731
           736.510620,            16.834000,             0.042880
           734.938904,            16.870001,             0.042347
           733.373962,            16.906000,             0.042191
           731.815613,            16.941999,             0.042580
           730.263855,            16.978001,             0.041808
           728.718628,            17.014000,             0.040743
           727.180054,            17.049999,             0.037996
           725.647888,            17.086000,             0.037294
           724.122192,            17.122000,             0.036641
           722.602783,            17.158001,             0.037526
           721.089905,            17.194000,             0.038305
           719.583313,            17.230000,             0.039275
           718.082947,            17.266001,             0.039657
           716.588806,            17.302000,             0.040342
           715.100952,            17.337999,             0.039961
           713.619141,            17.374001,             0.037509
           712.143555,            17.410000,             0.036272
           710.674072,            17.445999,             0.034096
           709.210571,            17.482000,             0.033137
           707.753174,            17.518000,             0.035640
           706.301636,            17.554001,             0.038391
           704.856140,            17.590000,             0.042784
           703.416504,            17.625999,             0.043880
           701.982727,            17.662001,             0.044114
           700.554810,            17.698000,             0.042807
           699.132751,            17.733999,             0.041013
           697.716309,            17.770000,             0.040869
           696.305725,            17.806000,             0.041572
           694.900818,            17.841999,             0.041642
           693.501526,            17.878000,             0.040932
           692.107849,            17.914000,             0.040648
           690.719727,            17.950001,             0.040848
           689.337219,            17.986000,             0.039918
           687.960266,            18.021999,             0.039610
           686.588745,            18.058001,             0.039517
           685.222717,            18.094000,             0.038254
           683.862122,            18.129999,             0.038385
           682.506897,            18.166000,             0.038292
           681.157043,            18.202000,             0.036992
           679.812439,            18.238001,             0.037807
           678.473206,            18.274000,             0.036926
           677.139221,            18.309999,             0.036361
           675.810486,            18.346001,             0.036118
           674.487000,            18.382000,             0.035583
           673.168640,            18.417999,             0.035636
           671.855408,            18.454000,             0.034487
           670.547302,            18.490000,             0.035237
           669.244324,            18.525999,             0.034330
           667.946350,            18.562000,             0.034000
           666.653381,            18.598000,             0.032385
           665.365356,            18.634001,             0.031949
           664.082458,            18.670000,             0.029652
           662.804443,            18.705999,             0.031415
           661.531311,            18.742001,             0.032728
           660.263062,            18.778000,             0.031141
           658.999695,            18.813999,             0.031741
           657.741089,            18.850000,             0.032189
           656.487366,            18.886000,             0.029767
           655.238342,            18.922001,             0.027865
           653.994080,            18.958000,             0.028627
           652.754578,            18.993999,             0.028650
           651.519653,            19.030001,             0.028858
           650.289490,            19.066000,             0.029389
           649.063965,            19.101999,             0.028106
           647.843018,            19.138000,             0.028449
           646.626709,            19.174000,             0.027338
           645.414856,            19.209999,             0.026841
           644.207581,            19.246000,             0.026925
           643.004822,            19.282000,             0.026044
           641.806519,            19.318001,             0.026726
           640.612793,            19.354000,             0.025987
           639.423401,            19.389999,             0.024837
           638.238403,            19.426001,             0.025461
           637.057800,            19.462000,             0.024502
           635.881653,            19.497999,             0.023960
           634.709717,            19.534000,             0.024523
           633.542114,            19.570000,             0.024342
           632.378845,            19.606001,             0.023562
           631.219788,            19.642000,             0.022516
           630.065002,            19.677999,             0.022708
           628.914429,            19.714001,             0.022435
           627.768066,            19.750000,             0.022895
           626.625916,            19.785999,             0.023119
           625.487854,            19.822001,             0.022145
           624.353882,            19.858000,             0.022224
           623.224121,            19.893999,             0.021161
           622.098267,            19.930000,             0.021130
           620.976624,            19.966000,             0.021417
           619.859009,            20.002001,             0.021290
           618.745361,            20.038000,             0.020833
           617.635803,            20.073999,             0.021150
           616.530029,            20.110001,             0.021187
           615.428345,            20.146000,             0.020381
           614.330627,            20.181999,             0.020540
           613.236694,            20.218000,             0.020104
           612.146729,            20.254000,             0.020229
           611.060547,            20.290001,             0.019236
           609.978333,            20.326000,             0.019016
           608.899902,            20.362000,             0.018644
           607.825256,            20.398001,             0.018504
           606.754456,            20.434000,             0.017753
           605.687378,            20.469999,             0.018457
           604.623962,            20.506001,             0.017582
           603.564392,            20.542000,             0.017867
           602.508484,            20.577999,             0.017787
           601.456238,            20.614000,             0.017714
           600.407776,            20.650000,             0.016716
           599.362793,            20.686001,             0.016290
           598.321533,            20.722000,             0.017055
           597.283936,            20.757999,             0.000000
           596.249878,            20.794001,             0.000000
           595.219421,            20.830000,             0.015848
           594.192444,            20.865999,             0.015618
           593.169006,            20.902000,             0.016112
           592.149170,            20.938000,             0.016006
           591.132812,            20.974001,             0.014862
           590.119934,            21.010000,             0.014582
           589.110535,            21.046000,             0.014844
           588.104492,            21.082001,             0.015057
           587.101990,            21.118000,             0.014241
           586.102844,            21.153999,             0.014348
           585.107117,            21.190001,             0.013601
           584.114746,            21.226000,             0.013134
           583.125793,            21.261999,             0.013738
           582.140076,            21.298000,             0.014345
           581.157776,            21.334000,             0.013081
           580.178711,            21.370001,             0.012526
           579.203003,            21.406000,             0.012578
           578.230591,            21.441999,             0.012769
           577.261353,            21.478001,             0.013080
           576.295410,            21.514000,             0.011593
           575.332703,            21.549999,             0.011150
           574.373169,            21.586000,             0.009871
           573.416870,            21.622000,             0.010636
           572.463745,            21.658001,             0.011369
           571.513733,            21.694000,             0.011610
           570.566956,            21.730000,             0.011250
           569.623291,            21.766001,             0.012259
           568.682678,            21.802000,             0.000019
           567.745239,            21.837999,             0.010555
           566.810791,            21.874001,             0.011441
           565.879517,            21.910000,             0.011385
           564.951233,            21.945999,             0.010269
           564.026001,            21.982000,             0.010705
           563.103882,            22.018000,             0.009103
           562.184570,            22.054001,             0.009458
           561.268433,            22.090000,             0.009516
           560.355225,            22.125999,             0.010683
           559.444946,            22.162001,             0.010397
           558.537720,            22.198000,             0.010435
           557.633362,            22.233999,             0.009351
           556.731873,            22.270000,             0.008474
           555.833374,            22.306000,             0.009382
           554.937805,            22.341999,             0.009086
           554.045044,            22.378000,             0.009386
           553.155151,            22.414000,             0.008719
           552.268127,            22.450001,             0.008703
           551.383972,            22.486000,             0.009104
           550.502625,            22.521999,             0.008194
           549.624084,            22.558001,             0.008691
           548.748291,            22.594000,             0.008677
           547.875427,            22.629999,             0.008330
           547.005127,            22.666000,             0.009047
           546.137817,            22.702000,             0.008381
           545.273132,            22.738001,             0.009849
           544.411133,            22.774000,             0.010019
           543.551941,            22.809999,             0.012257
           542.695374,            22.846001,             0.013428
           541.841614,            22.882000,             0.012926
           540.990479,            22.917999,             0.014595
           540.141968,            22.954000,             0.017080
           539.296204,            22.990000,             0.018283
           538.453064,            23.025999,             0.018131
           537.612488,            23.062000,             0.017869
           536.774597,            23.098000,             0.019434
           535.939270,            23.134001,             0.020562
           535.106567,            23.170000,             0.022098
           534.276428,            23.205999,             0.023194
           533.448914,            23.242001,             0.023594
           532.623901,            23.278000,             0.023386
           531.801514,            23.313999,             0.019586
           530.981567,            23.350000,             0.016969
           530.164185,            23.386000,             0.015899
           529.349304,            23.422001,             0.019943
           528.536926,            23.458000,             0.016073
           527.727051,            23.493999,             0.010186
           526.919678,            23.530001,             0.010826
           526.114685,            23.566000,             0.016062
           525.312256,            23.601999,             0.019457
           524.512207,            23.638000,             0.022378
           523.714600,            23.674000,             0.021207
           522.919495,            23.709999,             0.020908
           522.126648,            23.746000,             0.021062
           521.336304,            23.782000,             0.021728
           520.548279,            23.818001,             0.020637
           519.762695,            23.854000,             0.021088
           518.979492,            23.889999,             0.021725
           518.198547,            23.926001,             0.020687
           517.420105,            23.962000,             0.021171
           516.643860,            23.997999,             0.018798
           515.869995,            24.034000,             0.019372
           515.098511,            24.070000,             0.019636
           514.329163,            24.106001,             0.018163
           513.562256,            24.142000,             0.018550
           512.797546,            24.177999,             0.018717
           512.035156,            24.214001,             0.018245
           511.275055,            24.250000,             0.017726
           510.517151,            24.285999,             0.017823
           509.761505,            24.322001,             0.018096
           509.008087,            24.358000,             0.016917
           508.256989,            24.393999,             0.016751
           507.507965,            24.430000,             0.016951
           506.761200,            24.466000,             0.016857
           506.016602,            24.502001,             0.016182
           505.274231,            24.538000,             0.016374
           504.534058,            24.573999,             0.016036
           503.796021,            24.610001,             0.016450
           503.060120,            24.646000,             0.016025
           502.326416,            24.681999,             0.014623
           501.594757,            24.718000,             0.014891
           500.865326,            24.754000,             0.013993
           500.137939,            24.790001,             0.014370
           499.412659,            24.826000,             0.014469
           498.689575,            24.862000,             0.014875
           497.968445,            24.898001,             0.015584
           497.249512,            24.934000,             0.013554
           496.532623,            24.969999,             0.013459
           495.817780,            25.006001,             0.013637
           495.105042,            25.042000,             0.013888
           494.394287,            25.077999,             0.013482
           493.685547,            25.114000,             0.013292
           492.978882,            25.150000,             0.013443
           492.274231,            25.186001,             0.013404
           491.571625,            25.222000,             0.013143
           490.871033,            25.257999,             0.012664
           490.172333,            25.294001,             0.011614
           489.475708,            25.330000,             0.011679
           488.781067,            25.365999,             0.012185
           488.088318,            25.402000,             0.012247
           487.397583,            25.438000,             0.011278
           486.708740,            25.474001,             0.011697
           486.021973,            25.510000,             0.011616
           485.337036,            25.546000,             0.011234
           484.654053,            25.582001,             0.011115
           483.972961,            25.618000,             0.011266
           483.293823,            25.653999,             0.010817
           482.616577,            25.690001,             0.010540
           481.941193,            25.726000,             0.010257
           481.267792,            25.761999,             0.009968
           480.596130,            25.798000,             0.010581
           479.926483,            25.834000,             0.009678
           479.258575,            25.870001,             0.009374
           478.592621,            25.906000,             0.009744
           477.928467,            25.941999,             0.009830
           477.266083,            25.978001,             0.009233
           476.605682,            26.014000,             0.009225
           475.946991,            26.049999,             0.009260
           475.290192,            26.086000,             0.009232
           474.635162,            26.122000,             0.008475
           473.981934,            26.158001,             0.008910
           473.330505,            26.194000,             0.008413
           472.680908,            26.230000,             0.008569
           472.033020,            26.266001,             0.008772
           471.386963,            26.302000,             0.008244
           470.742645,            26.337999,             0.007969
           470.100067,            26.374001,             0.008554
           469.459290,            26.410000,             0.008027
           468.820251,            26.445999,             0.007813
           468.182922,            26.482000,             0.007556
           467.547302,            26.518000,             0.007472
           466.913452,            26.554001,             0.007936
           466.281281,            26.590000,             0.007102
           465.650848,            26.625999,             0.006830
           465.022125,            26.662001,             0.007707
           464.395050,            26.698000,             0.007309
           463.769775,            26.733999,             0.007364
           463.145996,            26.770000,             0.006829
           462.524078,            26.806000,             0.006934
           461.903717,            26.841999,             0.006994
           461.285065,            26.878000,             0.006600
           460.668060,            26.914000,             0.006431
           460.052673,            26.950001,             0.006611
           459.438965,            26.986000,             0.006408
           458.826843,            27.021999,             0.006593
           458.216400,            27.058001,             0.006246
           457.607574,            27.094000,             0.006603
