# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Serpens X-1    ,     84020401,      279.987,        5.035,      36.1162,      4.84384,      53086.6
# Serpens X-1    ,     84020501,      279.987,        5.035,      36.1162,      4.84384,      53088.6
# Serpens X-1    ,     84020601,      279.987,        5.035,      36.1162,      4.84384,      53090.6
#
# Total observation time: 65590.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
          1112.364990,            11.146000,             0.116215
          1108.783691,            11.182000,             0.113596
          1105.225464,            11.218000,             0.111101
          1101.690063,            11.254000,             0.109825
          1098.177124,            11.290000,             0.109011
          1094.686523,            11.326000,             0.107928
          1091.218018,            11.362000,             0.108854
          1087.771484,            11.398000,             0.106150
          1084.346680,            11.434000,             0.102965
          1080.943359,            11.470000,             0.103889
          1077.561279,            11.506000,             0.099207
          1074.200317,            11.542000,             0.098966
          1070.860229,            11.578000,             0.098668
          1067.540771,            11.614000,             0.099246
          1064.242065,            11.650000,             0.101235
          1060.963623,            11.686000,             0.095630
          1057.705200,            11.722000,             0.096091
          1054.466675,            11.758000,             0.094958
          1051.248047,            11.794000,             0.093362
          1048.048950,            11.830000,             0.092744
          1044.869385,            11.866000,             0.090387
          1041.708862,            11.902000,             0.090976
          1038.567627,            11.938000,             0.092045
          1035.445068,            11.974000,             0.092387
          1032.341309,            12.010000,             0.087016
          1029.256104,            12.046000,             0.086639
          1026.189453,            12.082000,             0.086805
          1023.140808,            12.118000,             0.087744
          1020.110229,            12.154000,             0.084244
          1017.097595,            12.190000,             0.081729
          1014.102661,            12.226000,             0.081385
          1011.125427,            12.262000,             0.081249
          1008.165527,            12.298000,             0.078702
          1005.222961,            12.334000,             0.082706
          1002.297424,            12.370000,             0.077820
           999.389038,            12.406000,             0.077455
           996.497314,            12.442000,             0.076079
           993.622375,            12.478000,             0.074764
           990.763916,            12.514000,             0.072964
           987.921814,            12.550000,             0.071858
           985.096130,            12.586000,             0.072413
           982.286560,            12.622000,             0.070463
           979.492859,            12.658000,             0.072125
           976.714966,            12.694000,             0.071584
           973.952820,            12.730000,             0.068150
           971.206238,            12.766000,             0.069874
           968.475220,            12.802000,             0.067742
           965.759399,            12.838000,             0.067195
           963.058899,            12.874000,             0.067901
           960.373352,            12.910000,             0.063597
           957.702698,            12.946000,             0.065745
           955.046997,            12.982000,             0.064940
           952.405884,            13.018000,             0.060804
           949.779297,            13.054000,             0.000000
           947.167175,            13.090000,             0.000000
           944.569397,            13.126000,             0.061417
           941.985962,            13.162000,             0.059049
           939.416565,            13.198000,             0.058872
           936.861084,            13.234000,             0.058875
           934.319458,            13.270000,             0.058312
           931.791687,            13.306000,             0.058694
           929.277527,            13.342000,             0.055606
           926.776733,            13.378000,             0.053727
           924.289551,            13.414000,             0.050604
           921.815552,            13.450000,             0.051752
           919.354797,            13.486000,             0.053389
           916.907227,            13.522000,             0.051764
           914.472717,            13.558000,             0.053927
           912.050903,            13.594000,             0.052831
           909.641968,            13.630000,             0.053605
           907.245667,            13.666000,             0.049769
           904.862000,            13.702000,             0.048696
           902.490906,            13.738000,             0.050343
           900.132080,            13.774000,             0.050053
           897.785583,            13.810000,             0.049042
           895.451355,            13.846000,             0.047752
           893.129150,            13.882000,             0.046662
           890.819092,            13.918000,             0.046644
           888.520813,            13.954000,             0.046347
           886.234497,            13.990000,             0.043129
           883.959778,            14.026000,             0.044830
           881.696655,            14.062000,             0.045293
           879.445251,            14.098000,             0.044165
           877.205322,            14.134000,             0.043872
           874.976685,            14.170000,             0.045005
           872.759338,            14.206000,             0.044457
           870.553284,            14.242000,             0.044166
